Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher,state_name,county_name
26506,3036,18435,6413,17141,6126,43904,11453,25831,6548, Ohio,Portage
3014,217,4546,837,4833,1071,11730,1805,7693,976, Ohio,Preble
2674,287,3718,1132,3820,1195,9321,1687,5722,709, Ohio,Putnam
10189,547,15000,2916,14362,3222,32056,5439,23231,3932, Ohio,Richland
5893,173,9801,1284,10169,1953,22155,3550,12389,1811, Ohio,Ross
4638,290,6543,1313,7068,1677,16489,2235,10897,1376, Ohio,Sandusky
6613,250,9900,1747,9232,1813,20179,3189,13526,1549, Ohio,Scioto
5943,385,6364,1406,6398,1363,14783,2066,9675,1426, Ohio,Seneca
4141,269,5544,1439,5757,1437,13252,2101,7799,1076, Ohio,Shelby
32217,2438,43934,10573,42283,12052,102810,23152,70739,13456, Ohio,Stark
46830,6089,71561,25883,63082,24069,151014,48227,94602,25244, Ohio,Summit
15667,1241,22593,4557,22178,4433,56478,11488,42123,6363, Ohio,Trumbull
7192,470,10735,2102,10784,2521,24770,4143,17754,2347, Ohio,Tuscarawas
4497,441,7268,2555,8679,4348,15475,5152,6799,1524, Ohio,Union
2236,100,3162,687,3295,672,7718,1092,5230,770, Ohio,Van Wert
974,3,1438,268,1632,175,3854,497,2226,229, Ohio,Vinton
17704,2015,26145,11793,31366,17069,64693,27539,32035,9910, Ohio,Warren
5245,430,6838,1494,6798,1567,17281,3382,12376,1709, Ohio,Washington
11447,750,13424,3389,12845,3528,29957,6304,20111,3727, Ohio,Wayne
2836,269,4384,724,4324,682,10114,1670,6799,831, Ohio,Williams
22741,2576,15865,6551,14410,5826,31254,9901,19289,4811, Ohio,Wood
1707,134,2413,586,2615,501,6062,929,4130,595, Ohio,Wyandot
1903,73,2648,256,2677,363,5604,561,3388,485, Oklahoma,Adair
353,27,579,116,948,204,1723,301,1121,333, Oklahoma,Alfalfa
1079,35,1838,217,1686,249,3529,561,2588,416, Oklahoma,Atoka
416,36,573,114,623,153,1352,272,1006,169, Oklahoma,Beaver
1932,51,3336,612,2900,454,5526,775,3010,641, Oklahoma,Beckham
566,9,1279,163,1194,108,2822,546,1730,344, Oklahoma,Blaine
4476,211,6529,1395,5282,1185,11050,2467,8204,1744, Oklahoma,Bryan
2287,91,3702,396,3718,636,7402,1146,4768,833, Oklahoma,Caddo
10755,958,20675,5825,20424,6660,33742,8970,18125,4016, Oklahoma,Canadian
3920,218,6172,1098,5993,1494,12146,2336,7929,1685, Oklahoma,Carter
7390,387,5878,1283,5493,1414,11126,2987,7938,2322, Oklahoma,Cherokee
1067,37,1642,147,1583,240,3915,603,3005,367, Oklahoma,Choctaw
58,0,302,97,205,54,523,86,529,118, Oklahoma,Cimarron
40796,4586,41589,15691,36224,13079,63792,20156,36272,10565, Oklahoma,Cleveland
464,22,525,112,635,100,1434,305,1149,132, Oklahoma,Coal
15553,1025,20202,4283,15237,3060,26980,6413,14910,3404, Oklahoma,Comanche
552,19,577,53,645,103,1609,244,1138,145, Oklahoma,Cotton
1121,40,1786,164,1665,362,3825,609,2819,347, Oklahoma,Craig
5694,166,8527,1343,8480,1813,19234,3183,12430,1911, Oklahoma,Creek
4816,374,3673,709,3159,1012,6227,1404,3913,1082, Oklahoma,Custer
3089,123,4271,561,4369,689,11666,2008,10348,2292, Oklahoma,Delaware
347,25,547,115,548,107,1213,325,916,228, Oklahoma,Dewey
270,3,391,55,460,140,1059,174,904,197, Oklahoma,Ellis
5770,589,8702,2118,7568,1599,14423,3098,9861,2475, Oklahoma,Garfield
2190,76,3362,404,3410,538,6948,1078,4931,731, Oklahoma,Garvin
4537,198,6483,1244,7100,1586,14907,3067,8746,1510, Oklahoma,Grady
321,13,471,93,431,114,1172,315,928,217, Oklahoma,Grant
463,0,954,118,706,74,1522,171,1025,154, Oklahoma,Greer
156,0,306,34,359,69,725,134,508,156, Oklahoma,Harmon
223,0,429,93,552,88,877,132,704,182, Oklahoma,Harper
958,45,1418,135,1503,279,3234,549,2515,438, Oklahoma,Haskell
1129,19,1848,131,1654,233,3273,396,2515,438, Oklahoma,Hughes
2635,256,3743,966,3155,703,5450,1242,3717,836, Oklahoma,Jackson
436,25,695,87,679,157,1613,217,1235,160, Oklahoma,Jefferson
996,40,1248,96,1192,288,2896,733,2115,381, Oklahoma,Johnston
3809,69,5379,754,5059,882,10693,2210,8370,1733, Oklahoma,Kay
1280,18,1972,466,1807,447,3949,831,2445,532, Oklahoma,Kingfisher
610,17,970,106,1006,146,2464,467,1729,344, Oklahoma,Kiowa
1071,22,1141,193,1077,234,2634,376,2187,405, Oklahoma,Latimer
4070,134,6027,786,6148,979,12833,1789,8772,1394, Oklahoma,Le Flore
2659,74,3889,465,3956,743,9659,1571,6255,900, Oklahoma,Lincoln
5037,191,5411,1578,5880,1793,12449,3472,7032,1686, Oklahoma,Logan
845,10,1223,181,1100,188,2463,296,1946,246, Oklahoma,Love
3037,137,4595,1181,5322,1797,10247,2409,5969,1144, Oklahoma,McClain
2744,59,4035,384,3654,577,8335,1245,5842,734, Oklahoma,McCurtain
1317,34,1980,177,1991,333,5498,697,4965,797, Oklahoma,McIntosh
517,0,786,164,907,202,1987,356,1517,316, Oklahoma,Major
1315,41,1624,186,1792,257,4248,633,3673,607, Oklahoma,Marshall
3392,153,4801,561,4765,737,10938,1592,7464,1116, Oklahoma,Mayes
999,45,1622,221,1614,317,3782,672,2674,478, Oklahoma,Murray
6275,294,8805,1456,8395,1755,17138,3626,11297,2472, Oklahoma,Muskogee
842,72,1348,262,1256,381,2988,734,2135,414, Oklahoma,Noble
765,32,1195,171,1180,189,2830,268,1978,199, Oklahoma,Nowata
1006,22,1517,183,1469,136,3179,372,2115,273, Oklahoma,Okfuskee
71838,6983,124082,42009,100744,33399,183969,57256,105127,31731, Oklahoma,Oklahoma
3780,210,4608,530,4226,683,9864,1376,7051,1039, Oklahoma,Okmulgee
3618,119,5412,906,5442,1066,13207,2446,9104,1557, Oklahoma,Osage
3106,64,3672,396,3520,453,7645,1257,5662,871, Oklahoma,Ottawa
1227,43,1768,247,1914,339,4507,723,3093,567, Oklahoma,Pawnee
22152,2350,11288,4294,8031,3371,14629,5352,10062,3448, Oklahoma,Payne
3285,101,5984,704,5245,902,11211,1948,8607,1448, Oklahoma,Pittsburg
4459,273,5441,1468,4380,1343,8804,2555,6272,1663, Oklahoma,Pontotoc
7076,342,9134,1590,9016,1903,18128,3231,11548,2016, Oklahoma,Pottawatomie
790,43,1216,170,1137,200,3003,402,2513,351, Oklahoma,Pushmataha
255,9,385,41,405,68,945,160,740,132, Oklahoma,Roger Mills
8026,522,11246,2739,11126,3128,24689,6453,14557,2997, Oklahoma,Rogers
2242,76,2754,300,2887,435,6339,900,4393,708, Oklahoma,Seminole
3419,46,4934,670,4786,764,11149,1501,7535,1154, Oklahoma,Sequoyah
3258,114,5148,660,5299,1045,11409,2004,8366,1394, Oklahoma,Stephens
2187,62,2994,403,2411,690,4957,1204,2280,503, Oklahoma,Texas
637,18,713,102,729,171,2123,302,1454,291, Oklahoma,Tillman
57888,5598,95442,29379,83053,28409,155895,49539,90495,27854, Oklahoma,Tulsa
6024,390,9926,2019,10434,3020,20576,4953,12652,2439, Oklahoma,Wagoner
4073,315,6511,1618,5780,1670,13187,3877,9989,2934, Oklahoma,Washington
862,79,1346,219,1295,344,2928,544,1974,462, Oklahoma,Washita
1570,105,1333,392,940,335,1834,574,1507,401, Oklahoma,Woods
1738,124,2854,511,2872,416,4925,1094,3108,654, Oklahoma,Woodward
911,126,1859,516,1700,559,4264,887,4151,880, Oregon,Baker
20834,2896,12049,6507,9150,5214,20015,11252,14145,7003, Oregon,Benton
31222,3289,50224,18389,53696,21796,114176,43536,72125,24893, Oregon,Clackamas
3167,110,4594,791,4654,1185,10840,2794,8387,2174, Oregon,Clatsop
3617,149,5865,848,6276,1282,15221,2946,9394,1712, Oregon,Columbia
4320,211,6768,740,6675,1216,17913,3049,16223,3446, Oregon,Coos
1328,16,2429,302,2629,577,6353,1274,5713,1229, Oregon,Crook
1047,18,1913,267,2187,476,6581,1695,7623,2063, Oregon,Curry
12756,1396,24263,8231,24597,9244,50305,17332,36450,13186, Oregon,Deschutes
7383,285,12005,2171,11310,2136,29704,4917,27550,4702, Oregon,Douglas
81,0,178,58,180,15,591,113,475,62, Oregon,Gilliam
371,32,670,131,710,214,2053,327,2099,376, Oregon,Grant
445,1,756,174,866,283,1965,321,1736,202, Oregon,Harney
1848,43,2781,816,3113,1127,6261,2027,3609,1068, Oregon,Hood River
16736,788,27246,5680,25115,7428,56013,15581,46655,14473, Oregon,Jackson
1852,0,2910,348,2580,528,6161,1127,4546,1133, Oregon,Jefferson
5554,117,8904,1182,9015,1494,23738,4229,22145,4230, Oregon,Josephine
5459,302,8380,1364,7194,1772,17515,3226,13849,3034, Oregon,Klamath
467,9,828,136,824,152,2312,370,1929,309, Oregon,Lake
47534,4632,48536,13991,44591,14979,93063,26493,70183,22630, Oregon,Lane
2866,136,4718,870,4773,1160,14446,3214,13534,4091, Oregon,Lincoln
9788,541,16694,3665,14895,2998,32366,5802,22895,4281, Oregon,Linn
2931,60,4163,495,3633,637,6968,829,5001,746, Oregon,Malheur
31569,1787,46981,10300,42955,10172,81799,18241,52093,13914, Oregon,Marion
1016,69,1146,112,1378,115,2886,333,1764,86, Oregon,Morrow
64235,9938,151207,75383,131808,69298,199376,83120,104899,41517, Oregon,Multnomah
10649,1217,9812,2726,9615,3299,19457,5770,14569,4755, Oregon,Polk
114,5,152,35,198,28,473,74,428,79, Oregon,Sherman
1617,176,2883,464,2720,541,7576,1570,6560,1731, Oregon,Tillamook
6967,283,10650,1641,9674,1761,18400,2844,11820,2439, Oregon,Umatilla
2998,312,2965,731,2957,836,6334,1521,5283,1213, Oregon,Union
235,27,774,170,668,182,2066,567,1978,532, Oregon,Wallowa
1963,80,3269,559,3136,526,6621,1402,5273,1095, Oregon,Wasco
48204,6559,92409,43542,88671,43226,146944,63107,76361,29850, Oregon,Washington
79,0,146,19,71,22,373,69,506,53, Oregon,Wheeler
10747,641,13101,3248,13335,4121,26489,6681,17604,4892, Oregon,Yamhill
9644,675,10983,2803,10898,2926,29837,6070,20304,4250, Pennsylvania,Adams
108534,22254,186925,105380,142006,74597,328495,124668,226124,63334, Pennsylvania,Allegheny
4588,493,7006,1720,7328,1777,20030,3054,14236,1585, Pennsylvania,Armstrong
12298,1417,19447,6664,18659,6334,48503,10755,34713,6225, Pennsylvania,Beaver
3539,269,4889,970,5190,943,14469,2053,10751,1233, Pennsylvania,Bedford
40409,3992,51171,13110,48274,15276,113405,28236,70728,13993, Pennsylvania,Berks
9537,1078,15136,4062,14108,4189,34248,6733,24996,3842, Pennsylvania,Blair
4473,437,6694,1467,6256,1671,17438,2991,12671,1931, Pennsylvania,Bradford
50122,9636,69294,32192,73236,35374,191267,79735,113718,37463, Pennsylvania,Bucks
16137,1979,21137,9616,21996,10808,55802,19177,34025,8223, Pennsylvania,Butler
12137,892,13752,3810,14328,4356,37856,7466,29240,4470, Pennsylvania,Cambria
296,9,402,112,429,68,1482,171,1235,134, Pennsylvania,Cameron
4390,400,6916,1420,7252,1698,19743,3565,13196,1746, Pennsylvania,Carbon
38702,4093,22816,12498,17274,9046,36516,15597,22306,7816, Pennsylvania,Centre
47161,8966,59599,32975,63822,40080,147274,78759,82614,35399, Pennsylvania,Chester
4972,584,4521,1358,4016,1100,10488,2189,7413,1198, Pennsylvania,Clarion
5910,438,9306,1815,9854,1675,23864,3483,16097,1939, Pennsylvania,Clearfield
5664,532,4426,1120,3988,929,9840,1744,7121,1144, Pennsylvania,Clinton
10392,806,6798,2069,6770,1998,17706,3852,12443,2091, Pennsylvania,Columbia
7999,434,9397,2302,9112,2286,24080,4925,17140,3110, Pennsylvania,Crawford
24108,2407,32644,13938,30600,12799,66189,24188,45230,12971, Pennsylvania,Cumberland
22486,2583,37953,14500,32217,11706,75358,22219,45549,10468, Pennsylvania,Dauphin
56333,7491,73139,31109,67481,31844,152302,58179,90402,28469, Pennsylvania,Delaware
2213,232,2928,785,3133,831,9662,1813,6517,923, Pennsylvania,Elk
27394,3494,35830,12422,30653,10242,73526,18888,47517,10751, Pennsylvania,Erie
9788,1054,15500,3221,15073,3658,38514,6101,27082,3640, Pennsylvania,Fayette
535,1,1443,29,1052,38,1895,216,1603,201, Pennsylvania,Forest
12022,1052,18062,4197,18289,5063,41482,7987,29673,6001, Pennsylvania,Franklin
1076,62,1547,243,1625,289,4300,465,3040,429, Pennsylvania,Fulton
3514,240,4502,803,4464,1057,10457,1708,6823,1054, Pennsylvania,Greene
4356,281,5391,996,5385,1074,12666,2056,9299,1577, Pennsylvania,Huntingdon
14165,990,8901,2639,8407,2571,22294,4663,15959,2886, Pennsylvania,Indiana
3303,214,5051,907,4752,1023,12411,1680,9013,1365, Pennsylvania,Jefferson
1757,136,2747,481,2765,527,6886,955,4896,537, Pennsylvania,Juniata
18684,2353,26288,9389,23710,8410,57662,16156,41322,8209, Pennsylvania,Lackawanna
48851,5210,70653,22515,61375,18752,137030,35526,94915,22478, Pennsylvania,Lancaster
7166,425,9266,2535,9386,2744,24960,5111,18660,3341, Pennsylvania,Lawrence
11788,884,16314,3943,16269,4173,36584,7239,26742,4479, Pennsylvania,Lebanon
